user_id,eigen_central,eigen_central_bin,avg_perplexity,n_utts,admin_status,n_content_words,n_tokens,n_types,n_function_words,divergence_articles,divergence_impersonal pronouns,divergence_quantifiers,divergence_auxiliary verbs,divergence_conjunctions,divergence_prepositions,divergence_personal pronouns,divergence_adverbs
Callcentermonkey,0.00017940884001642126,False,934.20338540197713,1,False,11,17,17,6,,-0.0,,,-0.0,-0.0,-0.0,-0.0
Lilaac,0.00020968144935632196,False,610.23895813757895,2,False,42,63,50,25,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,
IceCreamAntisocial,0.001504125205651309,False,44880.592665217257,6,False,118,148,97,33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Waygugin,0.001278020488165799,False,160.81863544277445,1,False,23,40,32,22,-0.0,,-0.0,-0.0,-0.0,-0.0,,-0.0
Garyvdm,0.0004765607829926769,False,59.301598686484603,2,False,0,0,0,0,,,,,,,,
Nanobear,0.0031741022776129793,False,4016.5541013545535,27,False,1193,1746,564,631,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Bardcom,0,False,4285.2453951106463,9,False,357,555,249,220,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Skoppensboer,0,False,1463.8109081225273,14,False,754,1206,486,519,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Paullusmagnus,9.24029790314766e-08,False,2677.7486156055606,1,False,77,115,74,40,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Paul Yeratz,0.0013045404827260133,False,513389.27434869821,1,False,32,35,26,3,,,,,-0.0,,,-0.0
Phoenix741,0.0017018032940828809,False,1458.8928644752336,25,False,760,1399,409,732,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Bakasuprman,0.0036553821587551358,False,1488.8510711688516,40,False,1226,1824,672,690,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Shinryuu,0.0002961524895883615,False,562.64632551775753,2,False,71,133,89,67,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Islandeagle,4.575358969256635e-05,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Dharma for one,1.832893516813812e-05,False,13.031002755165527,1,False,1,1,1,0,,,,,,,,
Jim Sweeney,0.009984042837036456,True,2395.2776048395222,81,False,1594,2418,777,960,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Stephan Matthiesen,0.0015261536367564262,False,303.29765260738156,2,False,134,224,82,112,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
108.67.145.90,0,False,23314.112011305213,1,False,8,8,6,0,,,,,,,,
208.50.89.58,0,False,23314.112011305213,1,False,8,8,6,0,,,,,,,,
Udeezy,0.00014930593429070567,False,331.8928050265805,1,False,44,78,57,38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Marlith,0.004888750079855002,False,84218.987546569173,17,False,276,379,175,117,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Squidonius,0.007891625737175893,False,231.54634478332324,3,False,185,318,168,153,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nsaa,0.00381015134523456,False,42433.566026798318,20,False,760,1139,324,442,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Sting-fr,0,False,524.40487944713675,2,False,86,132,82,58,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Kinston eagle,0.002325678750798669,False,423.68009708003041,7,False,345,637,278,344,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
MartEditor,0.0006193605846770782,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
JKBrooks85,0.007361165908723982,False,1675.6546966296708,39,False,1331,2055,624,831,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
NickelShoe,0.00306968559147581,False,13166.09225909049,21,False,620,955,346,386,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
InfernoXV,4.3682538830475104e-05,False,2535.6792093269723,3,False,81,125,91,49,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
WikiGull,0,False,3472.0552396475637,5,False,118,206,129,105,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Radeksz,0,False,21875.611812336268,31,False,1633,2723,830,1267,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Wdflake,0,False,4018.4690626971028,1,False,26,32,29,6,,-0.0,,-0.0,-0.0,-0.0,,-0.0
Ultimaterasengan,0.001734820080767845,False,336.57298974166883,2,False,41,74,45,38,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
FelisLeo,0.00037013495624535297,False,2688.7155586478625,5,False,197,299,152,122,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Br Alexis Bugnolo,0.000548605048748394,False,564.89065797170588,3,False,44,63,50,22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Vonones,0.0002583821499102702,False,419.87053281895641,2,False,38,49,38,14,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Blackmetalbaz,0.0035261858536585933,False,453.37666408233213,4,False,201,317,180,140,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
alfons åberg,0,False,18581.212769116508,2,False,40,60,47,23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Jumbolino,0.00028159959573351753,False,465.5618942662212,1,False,35,61,47,31,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Ivor the driver,3.809152480990857e-05,False,374.70131346494475,2,False,71,110,75,42,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
RobertMel,9.16865838565186e-05,False,457.25244676619133,1,False,74,107,67,38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
A5b,0.0023627529762911183,False,5792.085227448013,5,False,179,234,137,65,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
PlaceboComp8705,0.0003053447890549765,False,862.10294937392598,3,False,138,213,117,90,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Carajou,0.00014747158204747544,False,778.7983521444736,2,False,101,143,104,49,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Renata3,0.0074095505808159405,False,13530.369490446603,55,True,1795,2690,893,1039,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
N Shar,0.0013079348097587312,False,1983.1534110120765,8,False,253,334,111,96,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Rastapopoulos,0.0008809068088644257,False,40089.988052081586,1,False,7,8,7,1,,,,,,,,-0.0
Draeco,0.004304885859267197,False,3223.6625900378258,11,False,488,690,306,239,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
The Oriffice,4.199572206013655e-05,False,12230.903705294109,1,False,20,27,25,8,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
FellGleaming,0.0036540021534714243,False,16025.391480023183,10,False,243,377,209,152,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Aaron charles,9.88230134788541e-05,False,772.90860598102824,8,False,236,351,172,141,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AperfectHell,0.0009874317619524345,False,344.91457925881542,2,False,71,118,82,62,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Elland1,0.0005421241385482866,False,59.301598686484603,3,False,0,0,0,0,,,,,,,,
SiameseTurtle,0.00028190167308668294,False,436.17171087874874,7,False,392,608,280,258,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Coldmachine,0.00614920641553736,False,56455.277457190248,10,False,498,693,283,233,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
HyperCapitalist,9.136961244889147e-05,False,1074.0872365582379,1,False,35,59,44,28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Fullobeans,0.0004173391177672815,False,10299.25065469262,5,False,121,171,111,60,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Javitomad,3.4155689514529024e-05,False,146000.72570762431,2,False,13,14,12,1,,-0.0,,,,,,
149.15.160.188,0,False,923.53982406497505,1,False,42,64,49,28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Revolver,0.0013458705025055687,False,3373.9842986874619,4,False,128,189,117,75,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Bxzooo,0.0002172207910022477,False,59.301598686484603,2,False,0,0,0,0,,,,,,,,
Silverthorn,0.00010268034311084547,False,249.01500135094312,1,False,46,74,54,38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Dfnj123,9.229768209438877e-05,False,564.08764564197372,1,False,14,23,21,9,,-0.0,,-0.0,,-0.0,,-0.0
69.116.169.171,0,False,1931.4561695974546,1,False,6,9,9,3,,-0.0,,,,-0.0,-0.0,
DCincarnate,0,False,20006.550716770478,4,False,70,112,84,46,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Triwbe,0.00715851643798232,False,713.86889456674555,45,False,1324,2054,570,833,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Doh286,0.0007892035551651009,False,3875.5271014590462,2,False,17,22,21,6,-0.0,,,-0.0,,-0.0,,-0.0
CanadaGirl,3.8753897044388945e-05,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
John Riemann Soong,0.0005402722294306788,False,2811.9605308282185,6,False,204,332,196,145,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
MattieTK,0.0003454622125203949,False,745.4027799225729,2,False,49,62,45,15,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Dmartinaus,0.0027876773773951083,False,2047.4105878148525,25,False,1681,2572,772,1056,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Kitchen roll,8.821300016619875e-05,False,2367.8489021529449,7,False,860,1462,475,731,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Daniel5127,0.006429628470153307,False,178889.8999697977,9,False,310,450,191,168,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Wickey-nl,6.609522752907254e-05,False,29209.629443513317,5,False,128,189,111,66,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
JaGa,0.041852867970060235,True,1985.0279519938235,454,True,14839,22806,2915,9271,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
68.245.14.176,0,False,3732.7236985535442,1,False,75,110,71,39,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Falcon8765,0.004981808055225003,False,5452.9102259837546,28,False,756,1039,416,328,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Leandrod,0.01000592691146864,True,2579.7107592169677,20,False,176,259,158,101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
NevilleDNZ,0.0004668686514917698,False,518.75294482530023,1,False,1,1,1,0,,,,,,,,
Pbsouthwood,0.00020437002687147024,False,366.64862947780892,2,False,63,103,72,45,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AySz88,0.001348682230143669,False,3467.0385293871068,10,False,383,535,208,159,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Riotrocket8676,5.783531482421862e-05,False,978.88522693960203,1,False,54,97,63,48,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,-0.0
Edgarde,0.0015406581714958317,False,2122.4028642854382,12,False,393,527,252,163,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Mareklug,0.0010273069999311533,False,1753.1281626472301,5,False,89,141,92,59,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Atlantictire,0.0004819287936794534,False,712.65081879605452,7,False,248,419,212,190,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SparqMan,0.00016044488723107348,False,620.23761226259546,3,False,71,111,70,43,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Bernard Mc Nally,0.0009807028732888023,False,2730.2806615308355,13,False,306,469,218,194,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Fox Mccloud,3.6703727011850926e-05,False,3441.8323065917543,2,False,59,92,65,39,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Rivertorch,0.00849337347054573,True,17586.575375197226,77,False,3983,6120,1590,2480,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
DMelvinKaphan,0.0001955230918183,False,264.33504478243657,1,False,39,72,52,38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Vikreykja,0.000755219478543156,False,60216.821437089631,17,False,560,775,261,244,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ChrisPer,1.059962518167286e-05,False,136.76042646281928,2,False,10,22,21,14,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
MishaPan,0.002516204209131432,False,879.41957772218643,8,False,474,765,337,324,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
DR04,0.00027480223929842893,False,1011.0540823369638,19,False,1268,2119,571,974,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
KnowIG,0.003555489181056887,False,3390.2078984977402,24,False,606,1001,421,466,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
DagErlingSmørgrav,0.00012172098486060733,False,2848.9432988226495,1,False,40,47,35,9,-0.0,,,,-0.0,-0.0,-0.0,-0.0
erachima,0,False,767.60731079482025,8,False,305,513,263,247,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
The Utahraptor,0.004890067155864781,False,8320.4798619645444,61,False,1865,2949,692,1274,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Gnome (Bot),0.002984379708252396,False,340.34137655677262,5,False,613,893,155,312,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Watchout4snakes!,0.00035223184526566497,False,15452.352202935803,1,False,19,27,24,10,-0.0,,,-0.0,,-0.0,-0.0,-0.0
Yodo,0.0006330523133681698,False,516.89392245434431,2,False,26,43,38,19,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
SadanYagci,0.0006193605846770801,False,345.34013334208242,1,False,29,43,35,17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Rreagan007,0.0030282951646527,False,538.00624951615225,4,False,193,353,169,190,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
LX,7.463206456809656e-05,False,2073.2619154194945,4,False,404,522,130,134,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
RedSquirrel,0.0004268237788435593,False,19671.039538403718,5,False,166,272,154,118,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
46.12.12.181,0,False,142.24327098531253,1,False,18,27,21,9,-0.0,,,-0.0,,-0.0,-0.0,-0.0
Slumgum,0.002067970742916404,False,124767.37064619763,23,True,739,1031,364,326,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
67.41.236.211,0,False,360.59872065760521,2,False,85,135,98,56,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Rhcastilhos,0.0007055019166941654,False,3513.9878092899803,1,False,45,65,47,26,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
86.44.31.124,0,False,369385.88761846867,1,False,23,23,14,0,,,,,,,,
99.144.192.23,0,False,3489.5082439880925,1,False,58,80,62,25,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Fernkes,0.0002601701801131519,False,2076.9094798517822,1,False,24,32,27,9,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Straight Edge PXK,4.9560423518656356e-05,False,597.29233711008567,1,False,18,28,27,10,-0.0,-0.0,,-0.0,,-0.0,-0.0,-0.0
SMSpivey,0.002140573816309632,False,362053.12939267833,3,False,61,103,71,48,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Joefromrandb,0.0011375568070833137,False,1717.6282616951885,6,False,162,292,152,149,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ICarly0246,0.0038697352231660247,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
PatGallacher,0.0033898375266742946,False,7795.4676134899955,12,False,405,632,298,265,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
MatthewEHarbowy,0.0007055019166941646,False,1131.102396417195,2,False,118,182,105,83,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Criterium,1.058117391074364e-05,False,9192.1005090142698,1,False,7,12,11,5,-0.0,-0.0,,,,-0.0,-0.0,
NicholasTurnbull,0.0056156387496820205,False,570.45973961160701,31,True,2087,3557,924,1681,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Megapixie,0.0073302445908660484,False,3868.9575024090341,44,False,1001,1462,550,532,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Dstern1,0.0019165820895704767,False,1051.448199218888,4,False,74,113,68,49,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Rob2330,0.0003292954577121631,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Merope,0.006289277336199651,False,1347.3360741314923,16,True,758,1206,464,522,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
DRosenbach,0.009123789932000692,True,3705.285267738609,39,False,2062,3333,900,1500,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Seattle Skier,0.0067119219659823965,False,406.66016876186052,10,True,619,973,394,405,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
VolkovBot,0.0012032814334396518,False,694.40320310607945,1,False,14,18,16,5,,,-0.0,-0.0,,-0.0,,-0.0
Zero0w,8.032313496734006e-05,False,878.9026100361001,1,False,70,100,61,39,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Zedla,0.0024441426748877016,False,5328.5468779565545,8,True,316,462,232,170,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
WillC,0.0004018748025482478,False,601.37635908256186,11,False,221,369,211,170,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Jazzle,0,False,13.031002755165527,1,False,1,1,1,0,,,,,,,,
Keith13206,0.0005486050487483944,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Marrtel,0.001147643991962486,False,531.45511584029759,1,False,14,19,16,5,,,,,,-0.0,-0.0,
Gero13,6.39208305855515e-05,False,4190.9322333870441,1,False,7,14,14,9,-0.0,-0.0,,,,-0.0,-0.0,-0.0
Jaye9,6.0982197155702964e-05,False,235.01242867863326,2,False,123,196,119,98,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Theoprakt,0.00019327937842332236,False,1963.27648849254,1,False,44,64,44,23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Lifebonzza,0.0016222642051820322,False,15549.492405127936,4,False,110,172,113,71,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Rlewkowski,0.0003053447890549765,False,317.11631987969366,1,False,33,51,43,20,-0.0,,,-0.0,-0.0,-0.0,-0.0,-0.0
Vavrek,0.0002775805571178789,False,59.301598686484603,2,False,0,0,0,0,,,,,,,,
David Edgar,0.0022571705518746503,False,2044.8568159729621,30,False,908,1370,456,544,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Fma12,0.0005500990354368735,False,1139.2985789176712,3,False,65,94,63,34,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Diza,0.0005611087561865019,False,246.52881379196512,6,False,137,214,100,93,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Hintss,4.5507804505517695e-05,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Xiutwel,0.004748533532517561,False,32799.892268333941,17,False,414,594,209,199,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Phlegm Rooster,0.0016737539490462256,False,10038.069584036681,47,False,1783,2688,493,1040,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Wolfstorm000,0.0003260853425151664,False,5636.2966939839589,5,False,140,214,84,81,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Ho Lee Cow,0.0006116151110156584,False,635.33697743196694,1,False,108,176,117,81,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AAA!,0.001551850376156151,False,14819.952203550218,4,False,83,113,77,31,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Munford,0.0007226019714058391,False,411.40874803608472,2,False,94,158,98,78,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Mikqick,4.6692073303665654e-05,False,147.63115212442236,1,False,20,43,33,28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,-0.0
75.21.155.47,0,False,507.34798781954947,1,False,67,105,75,45,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
RiseRobotRise,0.0010703402788854507,False,523.47557513140487,1,False,73,121,80,57,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Number 57,0.027073971922793243,True,3691.7321164796545,192,True,6678,10509,2019,4514,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Michael Zimmermann,0.000557801001670072,False,463.67053571398804,3,False,111,181,102,77,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
LouScheffer,0.00020970956384563368,False,2429.1367551377439,1,False,18,30,24,14,-0.0,-0.0,,,,-0.0,,-0.0
Purplebackpack89,0.011262532805725468,True,57986.682122374616,57,False,2863,4004,934,1353,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Tck350,0.00030714446546946936,False,196.18227186491626,1,False,13,22,22,10,,-0.0,,-0.0,-0.0,-0.0,-0.0,
HeLmiT,4.54028472729122e-05,False,276.14085081727501,2,False,121,199,114,91,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Meisfunny,0.0063610747587809,False,2341.3312561977395,9,False,328,472,229,164,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nephron,0.0058690313108175,False,2395.9637400012393,20,False,882,1280,456,459,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Max Canale,0.0037993456120689597,False,2992.4641140869098,1,False,53,81,53,35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Maethordaer,0.00017691636074648197,False,5001.1667436570087,1,False,88,104,55,21,-0.0,,,-0.0,-0.0,-0.0,,-0.0
Rsloch,0.0005977201601553617,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Egr,0.00014294341045157665,False,3246.3363893623482,8,False,186,270,151,100,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Phips,0.0003370825396370501,False,501.88599221449539,1,False,11,13,12,3,,,,,-0.0,-0.0,,-0.0
Gizzakk,0.0008227586041758129,False,513.57829002583367,3,False,194,314,147,143,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
KCinDC,7.072114227835155e-05,False,281.19360588158059,2,False,73,115,79,47,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Revotfel,0.00038196499942241797,False,1259.3640752990411,1,False,27,39,29,14,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Facto,0.001372413699242478,False,1427.6735332053331,3,False,56,89,68,38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Rschen7754bot,0.00018304539805780355,False,24959.95351763659,3,False,117,141,37,33,,-0.0,-0.0,,-0.0,-0.0,,-0.0
Westnest,4.291708025515927e-05,False,5435.1783304416331,4,False,91,120,75,34,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Bathrobe,0.0013734458670966547,False,59.301598686484589,15,False,0,0,0,0,,,,,,,,
Kevin Rector,0.0008352953479729566,False,623.87609655595043,1,False,66,83,56,20,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Foofy,1.570661479804682e-05,False,3011.3330927792044,1,False,67,90,66,28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
DDerby,2.527861371206875e-05,False,563.27777090639472,1,False,14,23,23,11,-0.0,-0.0,,,-0.0,-0.0,-0.0,-0.0
Richard Jackson,0.0008227586041758137,False,954.07943314418299,2,False,72,113,76,48,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
AtticusX,0.0005761219757487302,False,1185.2834211618999,1,False,66,101,73,40,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Shem1805,0.0028559465995377942,False,2513.6298673936112,61,False,3186,4714,1158,1772,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Damiantgordon,0.0007449772547578196,False,1894.370700442561,4,False,117,174,110,66,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
MedMan,9.878450458650362e-06,False,4714.6713422673865,1,False,3,3,3,0,,,,,,,,
Kfc1864,0.0008661553130221724,False,13560.759003825924,6,False,53,75,44,27,,,,-0.0,-0.0,-0.0,-0.0,-0.0
Pdelongchamp,0,False,1768.7583740523626,6,False,88,100,25,12,,,,-0.0,,-0.0,-0.0,
Spinach Monster,0.0003603937975693962,False,3031.3800448993197,5,False,169,274,146,126,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Staecker,0.0117961406824406,True,7513.5497144405535,151,True,4993,7849,1546,3319,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Cerebral Warrior,0.0022954530115557726,False,229.34676442879865,1,False,33,48,41,20,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Gueneverey,0.0011089899930000102,False,4429.1060099798242,4,False,157,221,118,71,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
RaptorHunter,0.00039912778657321486,False,321.35335679217195,4,False,77,118,62,42,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Hugo999,0.0035868723437999404,False,1286.8837596006331,15,False,607,843,232,292,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Alaquwel,6.75261989148095e-05,False,290.72926031281889,2,False,187,319,165,151,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ZeroGiga,7.669370698064787e-05,False,1885.6753284654062,1,False,87,113,67,32,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
